productcode,vendor_partno,productname,displaybegindate,displayenddate,hideproduct,stockstatus,lastmodified,options_cloned_from,photos_cloned_from,share_stockstatus_with,lastmodby,ischildofproductcode,ischildofproductcode_productid,options_cloned_from_productid,photos_cloned_from_productid,share_stockstatus_with_productid,productpopularity,homepage_section,autodropship,donotallowbackorders,warehouselocation,warehouseaisle,warehousebin,warehousecustom,upc_code,productkeywords,productnameshort,productweight,freeshippingitem,minqty,maxqty,recurringstartprice,recurringstartduration,recurringprice,recurringhowoften,recurringduration,allowpriceedit,productprice,listprice,saleprice,taxableproduct,selectedoptionids,giftwrapcost,downloadfile,availability,metatag_title,metatag_description,discountedprice_level1,discountedprice_level2,discountedprice_level3,discountedprice_level4,discountedprice_level5,photo_subtext,photo_alttext,discountedrecurringprice_level1,discountedrecurringprice_level2,discountedrecurringprice_level3,discountedrecurringprice_level4,discountedrecurringprice_level5,fixed_shippingcost,fixed_shippingcost_outside_localregion,uses_product_keytypes,price_subtext,price_subtext_short,listprice_name,productprice_name,saleprice_name,hide_yousave,hide_freeaccessories,setupcost,setupcost_name,discountedsetupcost_level1,discountedsetupcost_level2,discountedsetupcost_level3,discountedsetupcost_level4,discountedsetupcost_level5,setupcost_title,stockreorderqty,warehouses,affiliate_commissionable_value,addtocartbtn_replacement_text,book_isbn,productcondition,estship_ground,estship_2ndday,estship_overnight,customfield1,customfield2,customfield3,customfield4,customfield5,shoppingdotcom_category,yahoo_category,yahoo_medium,productmanufacturer,hide_when_outofstock,stocklowqtyalarm,addtopo_now,lastpo_qty,lastpo_date,howtogetsaleprice,inv_verify_qtyonhand,inv_lastverified,enablemultichildaddtocart,vendor_price,enableoptions_inventorycontrol,photourl_small,photourl_large,private_section_customers_only,quickbooks_item_accnt,quickbooks_item_assetaccnt,quickbooks_item_cogsaccnt,vat_percentage,recurring_pricing_text,google_product_type,length,width,height,ships_by_itself,package_type,oversized,additional_handling_indicator,reward_points_given_for_purchase,productdescriptionshort,productdescription,productfeatures,techspecs,extinfo,orderfinished_note,metatag_keywords,productdescription_abovepricing,custom_metatags_override,ean,google_product_category,google_size,google_color,google_gender,google_age_group,google_availability,google_pattern,google_material,estdaystoship,google_unique_identifier_exists,google_adult_product,google_sizetype,google_sizesystem,nonshippable,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,createddate,mpn,categoryids,optionids,accessories,freeaccessories,producturl,photourl,categorytree,numproductssharingstock,photoseed
US-2245,2245,Liss,,,Y,,3/28/2017 13:28,,,,1,,,,,,,,N,N,,,,,,,Liss Treatment Bed,207,Y,,,,,,,,N,2199,2443,,,,,,In Stock,Liss Treatment Bed,Liss,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,1099.5,N,,,,,,,,,,,,,N,,N,N,,,"The Liss is an upmarket bed with a very stable frame.  It has three motors that control the height, backrest and seat inclination.  The footrest is adjustable by gas lift pump.  It has reversable arms and adjustable headrest.  Bed is available in white.  Size:  L75.5 x W33.8 x H22.8/34.6.  Max weight 330lbs.  Voltage 100v to 120v; 50Hz; Upholstery PU Leather",,,,,Liss,,,,,,,,,,,,,,,,,,,,,,,,,"410,373,408",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-2245,http://www.salondesign.luxury/v/vspfiles/photos/US-2245-1.jpg,Skincare & Facial > Facial Tables & Chairs,0,1440834261
US-2245A,2245A,Dia Podiatry Chair,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Dia Podiatry Chair,227,Y,,,,,,,,N,2399,2665,,,,,,In Stock,Dia Podiatry Chair,Dia Podiatry Chair,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,1199.5,N,,,,,,,,,,,,,N,,N,N,,,"The Dia is a very stable podiatry chair with a stable frame.  There are three motors that control the height, backrest and seat inclination.  The leg rests move horizontally apart to 90 degrees and the height is controlled by gas lift.  There is 120 degree seat rotation.  Also has reversable arms.  Size:  L75.5 x W33.8 x H22.6/34.6.  Max weight 330; Voltage 100v to 120v, 50Hz.  Handset control.  Assembly none.  Upholstery PU Leather",,,,,Dia,,,,,,,,,,,,,,,,,,,,,,,,,"410,373,408",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-2245A,http://www.salondesign.luxury/v/vspfiles/photos/US-2245A-1.jpg,Skincare & Facial > Facial Tables & Chairs,0,1440834327
US-2245B,2245B,Liss Plus,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,,,,,,,,,,207,,,,,,,,,,2399,2665,,,,,,In Stock,Liss Plus,Liss Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,,,,,,,,,,1199.5,,,,,,,,,,,,,,,,,,,,"The Liss Plus comes with 4 motors that control the height, backrest, seat inclination and the footrest.  Also has reversable arms and adjustable headrest.  The bed is available in white.  Size:  L75.5 x W33.8 x H22.8-34.6; Voltage 100v to 120v, 50Hz; Max weight 330 lbs.  Upholstery PU Leather.  Handset control.",,,,,Liss Plus,,,,,,,,,,,,,,,,,,,,,,,,,"410,373,408",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-2245B,http://www.salondesign.luxury/v/vspfiles/photos/US-2245B-1.jpg,Skincare & Facial > Facial Tables & Chairs,0,1440834636
US-2246,2246,Radi Treatment Bed,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Radi Treatment Bed,202,Y,,,,,,,,N,2199,2443,,,,,,In Stock,Radi Treatment Bed,Radi Treatment Bed,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,1099.5,N,,,,,,,,,,,,,N,,N,N,,,"The Radi is a very versatile bed.  There are three motors that control the height, backrest and seat inclination.  The bed can sit at 90 degree angle and can also lay flat.  The armrests are reversable and the headrest can be extended.  The headrest also has a removable cushion that reveals a face hole.  The bed itself can be lowered very close to the floor and can rotate 240 degrees.  Size:  L73.2 x W33.8 x H22.8-34.6.  Max weight 330 lbs.  Voltage 100v to 120v; 50Hz, Upholstery Leather.  Handset control.",,,,,Radi,,,,,,,,,,,,,,,,,,,,,,,,,"410,373,408",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-2246,http://www.salondesign.luxury/v/vspfiles/photos/US-2246-1.jpg,Skincare & Facial > Facial Tables & Chairs,0,1440834484
US-2246A,2246A,Tantle Podiatry Chair,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Tantle Podiatry Chair,212,Y,,,,,,,,N,2399,2665,,,,,,In Stock,Tantle Podiatry Chair,Tantle Podiatry Chair,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,1199.5,N,,,,,,,,,,,,,N,,N,N,,,"The Tantile  is an upmarket podiatry chair with a very stable structure.  It is specifically designed to optimize workspace due to the chairs 240 degree rotation.  There are three motors that control the height, backrest and seat inclination.  The split legs are adjusted independently.  The arms are reversible and the headrest is adjustable.  Size:  L73.2 x W33 x H25.1.  Max weight 330lbs; Handset control.  Voltage 100v to 120v; 50Hz; Upholstery PU Leather",,,,,Tantle,,,,,,,,,,,,,,,,,,,,,,,,,"410,373,408",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-2246A,http://www.salondesign.luxury/v/vspfiles/photos/US-2246A-1.jpg,Skincare & Facial > Facial Tables & Chairs,0,1440834607
US-2246B,2246B,Radi Plus,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Radi Plus,203,Y,,,,,,,,N,2399,2665,,,,,,In Stock,Radi Plus,Radi Plus,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,1199.5,N,,,,,,,,,,,,,N,,N,N,,,"The Radi Plus has four motors that control the height, backrest, seat inclination and the footrest.  The bed can sit at a 90 degree angle and can also lay flat.  The armrests are reversible and the headrest can be extended.  The headrest also has a removalbe cushion that reveasl a facial hole.  The bed itself can be lowered very close to the floor and can rotate 240 degrees.  Size:  L73.2 x W33.8 x H22.8-34.6; Max weight 330lbs.  Voltage 100v to 120v; 50Hz; Handset controller.  Upholstery PU Leather",,,,,Radi Plus,,,,,,,,,,,,,,,,,,,,,,,,,"410,373,408",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-2246B,http://www.salondesign.luxury/v/vspfiles/photos/US-2246B-1.jpg,Skincare & Facial > Facial Tables & Chairs,0,1440834759
US-2249,2249,Ocili Treatment Bed,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Ocili Treatment Bed,264,Y,,,,,,,,N,2899,3221,,,,,,In Stock,Ocili Treatment Bed,Ocili Treatment Bed,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,1449.5,N,,,,,,,,,,,,,N,,N,N,,,"The Ocili is a single panel bed that conceals a four motor system that adjusts the height, backrest, center and bed inclination.  It has massage armrests and a removable cushion that reveals a facial hole.  This is a wide bed with a thick cushion and soft upholstery for maximum comfort.  Size:  L76.7 x W27.5 x H29.1-39.3; Max weight 330lbs; Voltage 100v to 120v; 50Hz; Handset control.  Upholstery PU Leather",,,,,Ocili,,,,,,,,,,,,,,,,,,,,,,,,,"410,373,408",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-2249,http://www.salondesign.luxury/v/vspfiles/photos/US-2249-1.jpg,Skincare & Facial > Facial Tables & Chairs,0,1440834831
US-2250,2250,Lulant,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Lulant,216,Y,,,,,,,,N,2099,2332,,,,,,In Stock,Lulant,Lulant,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,1049.5,N,,,,,,,,,,,,,N,,N,N,,,"The Lulant bed has three motors that control the height, backrest and seat inclination.  The bed can sit at an 85 degree angle and can also lay flat.  The armrests are reversible and the headrest can be extended.  The headrest also has a removable cushion that reveals a facial hole.  The footrest can be extended.  Size: L73.2 x W33.8 x H22.8-39.3.  Max weight 330lbs, Voltage 100v to 120v, 50Hz, Handset control, Upholstery PU Leather",,,,,Lulant,,,,,,,,,,,,,,,,,,,,,,,,,"410,373,408",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-2250,http://www.salondesign.luxury/v/vspfiles/photos/US-2250-1.jpg,Skincare & Facial > Facial Tables & Chairs,0,1440834898
US-2250B,2250B,Lulant Plus,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Lulant Plus,218,Y,,,,,,,,N,2299,2554,,,,,,In Stock,Lulant Plus,Lulant Plus,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,1149.5,N,,,,,,,,,,,,,N,,N,N,,,"The Lulant Plus bed is very similar to the Luant but it has four motors that controls the height, backrest, seat inclination and footrest.  The bed can sit at an 85 degree anglle and can also lay flat.  The armrests are reversible and the headrest can be extended.  The headrest also has a removable cushion that reveals a facial hole.  The footrest is extendable.  Size:  L73.2 x W33.8 x H22.8-39.3; Max weight 330lbs, handset motor control, Voltage 100v to 120v; 50Hz, Upholstery PU Leather",,,,,Lulant Plus,,,,,,,,,,,,,,,,,,,,,,,,,"410,373,408",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-2250B,http://www.salondesign.luxury/v/vspfiles/photos/US-2250B-1.jpg,Skincare & Facial > Facial Tables & Chairs,0,1440834977
US-2260,2260,Loris Treatment Table,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Loris Treatment Table,123,Y,,,,,,,,N,499,554,,,,,,In Stock,Loris Treatment Table,Loris Treatment Table,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,249.5,N,,,,,,,,,,,,,N,,N,N,,,The Loris is a simple yet elegant two section table.  The backrest has a built-in facial hole and can be adjusted manually.  Size:  L73.2 x W26.7 x H31.4.  Manual Control.  Max weight 330 lbs.  Chrome frame.  Upholstery PU Leather,,,,,Loris,,,,,,,,,,,,,,,,,,,,,,,,,"410,373,408",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-2260,http://www.salondesign.luxury/v/vspfiles/photos/US-2260-1.jpg,Skincare & Facial > Facial Tables & Chairs,0,1440834926
US-300A,F-300A,Pro Steam Plus Ozone Digital Steamer,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Pro Steam Ozone Digital Steamer,20,Y,,,,,,,,N,299,,,,,,,In Stock,Pro Steam Ozone Digital Steamer,Pro Steam Ozone Digital Steamer,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,149.5,N,,,,,,,,,,,,,N,,N,N,,,This is an upmarket ozone digital steamer.  Its frame is of great sturdiness and it has a pivoting arm.  It  is equipped with a rotating and steerable head with an aromatic oil receptacle.  It includes a container for herbs in the water deposit and it has an adjustable height.  Packaging size:  L34.4 x W13.3 x H13.7.   Assembly required.  Metal base with casters.,,,,,Pro Steam Ozone Digital Steamer,,,,,,,,,,,,,,,,,,,,,,,,,"415,423,277",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-300A,http://www.salondesign.luxury/v/vspfiles/photos/US-300A-1.jpg,Skincare & Facial > Premium Steamer,0,
US-300B,F-300B,Pro Steam Manual Steamer,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Pro Steam Manual Steamer,20,Y,,,,,,,,N,249,,,,,,,In Stock,Pro Steam Manual Steamer,Pro Steam Manual Steamer,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,124.5,N,,,,,,,,,,,,,N,,N,N,,,This is an upmarket manual steamer with a timer.  Great for facial cleansing treatments.  It is a very easy steamer to operate.  It can be top filled through the top of the kettle section so there is no need to remove the glass jar to refill.  Packaging size:  L35 x W13.5 x H14.  Analog control.  Assembly required.  Metal base on casters.,,,,,Pro Steam Manual Steamer,,,,,,,,,,,,,,,,,,,,,,,,,"415,423,277",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-300B,http://www.salondesign.luxury/v/vspfiles/photos/US-300B-1.jpg,Skincare & Facial > Premium Steamer,0,1440915948
US-300C,F-300C,Luxe Steam Analog Ozone Steamer,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,The Luxe Steamer  is a luxury analog ozone steamer.  It also comes with a rotary brush and a compartment for aromatherapy.  Packaging size:  L34.4 x H13.3 x H13.7.  Analog control.  Assembly required.  Plastic base with casters.,Luxe Steam Analog Ozone Steamer,22,Y,,,,,,,,N,449,,,,,,,In Stock,Luxe Steam Analog Ozone Steamer,Luxe Steam Analog Ozone Steamer,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,224.5,N,,,,,,,,,,,,,N,,N,N,,,The Luxe Steamer  is a luxury analog ozone steamer.  It also comes with a rotary brush and a compartment for aromatherapy.  Packaging size:  L34.4 x H13.3 x H13.7.  Analog control.  Assembly required.  Plastic base with casters.,,,,,Luxe Steam Analog Ozone Steamer,,,,,,,,,,,,,,,,,,,,,,,,,"415,423,277",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-300C,http://www.salondesign.luxury/v/vspfiles/photos/US-300C-1.jpg,Skincare & Facial > Premium Steamer,0,1440915992
US-300E,F-300E,Vapor Tower with Elite Digital Steamer,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Vapor Tower with Elite Digital Steamer,14,Y,,,,,,,,N,899,,,,,,,In Stock,Vapor Tower with Elite Digital Steamer,Vapor Tower with Elite Digital Steamer,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,449.5,N,,,,,,,,,,,,,N,,N,N,,,"This modern, multi-functional tower features a metal trolley base with 2 tempered glass shelves.  The tower includes the Elite Steam digital steamer as well as the Rotary Brush machine (F-315A) all on a platform base with wheels to facilitate easy movement.  Digital Control.  Assembly required.",,,,,Vapor Tower with Elite Digital Steamer,,,,,,,,,,,,,,,,,,,,,,,,,"415,423,277",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-300E,http://www.salondesign.luxury/v/vspfiles/photos/US-300E-1.jpg,Skincare & Facial > Premium Steamer,0,1440916030
US-300H,F-300H,Elite Steam Digital Ozone Steamer,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Elite Steam Digital Ozone Steamer,40,Y,,,,,,,,N,399,,,,,,,In Stock,Elite Steam Digital Ozone Steamer,Elite Steam Digital Ozone Steamer,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,199.5,N,,,,,,,,,,,,,N,,N,N,,,This is an upmarket ozone digital steamer of modern and functional design.  It is equiped with a pivoting arm and a roting and steerable head with an aromatic oil receptacle.  The height is adjustable.  The container can hold a 1.7 liters of water to allow for multiple treatments with having to stop and refill.  Packaging size:  L35.4 x W12.9 x H12.5.  Digital control.  Assembly required.,,,,,Elite Steam Digital Ozone Steamer,,,,,,,,,,,,,,,,,,,,,,,,,"415,423,277",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-300H,http://www.salondesign.luxury/v/vspfiles/photos/US-300H-1.jpg,Skincare & Facial > Premium Steamer,0,1440916072
US-319A,F-319A,Diamond Microdermabrasion Machine,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Diamond Microdermabrasion Machine,14,Y,,,,,,,,N,479,,,,,,,In Stock,Diamond Microdermabrasion Machine,Diamond Microdermabrasion Machine,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,239.5,N,,,,,,,,,,,,,N,,N,N,,,"This digital microdermabrasion machine instrument uses diamond heads for controled and non-invasive exfoliation treatments.  It works on the most superficial skin layers, remvoing dead cells, fine lines and pustules.  Includes coarse and fine tips as well as filters.  Size:  L14.5 x W10.8 x H5.5.  Digital control.    Frequency 50Hz",,,,,Diamond Microdermabrasion Machine,,,,,,,,,,,,,,,,,,,,,,,,,416,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-319A,http://www.salondesign.luxury/v/vspfiles/photos/US-319A-1.jpg,Skincare & Facial > Microdermabrasion,0,1440929370
US-336A,F-336A,MicroCrystal Microdermabrasion Machine,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,MicroCrystal Microdermabrasion Machine,24,Y,,,,,,,,N,699,,,,,,,In Stock,MicroCrystal Microdermabrasion Machine,MicroCrystal Microdermabrasion Machine,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,349.5,N,,,,,,,,,,,,,N,,N,N,,,"This digital microdermabrasion instrument uses diamond heads for controlled and non invasive superficial skin layers, removing dead cells, fine lines and pustules.  Includes coarse & fine tips as well as filters.  Size:  L19.4 x W19 x H8.8.  Digital control.  Frequency 50Hz",,,,,MicroCrystal Microdermabrasion Machine,,,,,,,,,,,,,,,,,,,,,,,,,416,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-336A,http://www.salondesign.luxury/v/vspfiles/photos/US-336A-1.jpg,Skincare & Facial > Microdermabrasion,0,1440929414
US-336B,F-336B,Diamond Plus Microdermabrasion Machine,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Diamond Plus Microdermabrasion Machine,24,Y,,,,,,,,N,659,,,,,,,In Stock,Diamond Plus Microdermabrasion Machine,Diamond Plus Microdermabrasion Machine,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,329.5,N,,,,,,,,,,,,,N,,N,N,,,"This digital microdermabrasion instrument uses diamond heads for controlled and non invasive superficial skin layers, removing dead cells, fine lines and pustules.  Includes coarse & fine tips as well as filters.  Size:  L19.4 x W19 x H8.8.  Digital control.  Frequency 50Hz",,,,,Diamond Plus Microdermabrasion Machine,,,,,,,,,,,,,,,,,,,,,,,,,416,,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-336B,http://www.salondesign.luxury/v/vspfiles/photos/US-336B-1.jpg,Skincare & Facial > Microdermabrasion,0,1440929445
US-601,FM-601,Eco Steam Ozone Facial Steamer with Vapor,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,"The Eco Steamer is an ozone facial steamer with vapour.  It is a lightweight, modern and functional design.  Packaging size:  L32.2 x W14.1 x H9.8.  Analog control.  Assembly required.  Plastic base with casters.",Eco Steam Ozone Facial Steamer with Vapor,18,Y,,,,,,,,N,189,,,,,,,In Stock,Eco Steam Ozone Facial Steamer with Vapor,Eco Steam Ozone Facial Steamer with Vapor,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,94.5,N,,,,,,,,,,,,,N,,N,N,,,"The Eco Steamer is an ozone facial steamer with vapour.  It is a lightweight, modern and functional design.  Packaging size:  L32.2 x W14.1 x H9.8.  Analog control.  Assembly required.  Plastic base with casters.",,,,,Eco Steam Ozone Facial Steamer with Vapor,,,,,,,,,,,,,,,,,,,,,,,,,"415,423,277",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-601,http://www.salondesign.luxury/v/vspfiles/photos/US-601-1.jpg,Skincare & Facial > Premium Steamer,0,1440916107
US-800,F-800,Clarion 2-1 Facial Steamer,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,The Clarion is a 2-1 facial steamer that comes with a rotary brush.  Packaging size:  L32.2 xx W14.1 x H12.2.   Analog control.  Assembly required.  Plastic base on casters.,Clarion 2 in1 Facial Steamer,22,Y,,,,,,,,N,289,,,,,,,In Stock,Clarion 2 in1 Facial Steamer,Clarion 2 in1 Facial Steamer,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,144.5,N,,,,,,,,,,,,,N,,N,N,,,The Clarion is a 2-1 facial steamer that comes with a rotary brush.  Packaging size:  L32.2 xx W14.1 x H12.2.   Analog control.  Assembly required.  Plastic base on casters.,,,,,Clarion 2 in 1 Facial Steamer,,,,,,,,,,,,,,,,,,,,,,,,,"415,423,277",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-800,http://www.salondesign.luxury/v/vspfiles/photos/US-800-1.jpg,Skincare & Facial > Premium Steamer,0,1440916154
US-800A,F-800A,Clarion Ozone Steamer,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,The Clarion A is an ozone steamer with rotating head and an aromatic oil receptacle.  It is adjustable height.  Packaging size:  L32.2 x W14.1 x H10.6.  Analog control.  Assembly required.  Plastic base on casters.,Clarion Ozone Steamer,20,Y,,,,,,,,N,189,,,,,,,In Stock,Clarion Ozone Steamer,Clarion Ozone Steamer,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,94.5,N,,,,,,,,,,,,,N,,N,N,,,The Clarion A is an ozone steamer with rotating head and an aromatic oil receptacle.  It is adjustable height.  Packaging size:  L32.2 x W14.1 x H10.6.  Analog control.  Assembly required.  Plastic base on casters.,,,,,Clarion Ozone Steamer,,,,,,,,,,,,,,,,,,,,,,,,,"415,423,277",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-800A,http://www.salondesign.luxury/v/vspfiles/photos/US-800A-1.jpg,Skincare & Facial > Premium Steamer,0,1440915845
US-A30,A30,Eco Steam Ozone Facial Steamer,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Eco Steam Ozone Facial Steamer,13,Y,,,,,,,,N,159,,,,,,,In Stock,Eco Steam Ozone Facial Steamer,Eco Steam Ozone Facial Steamer,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,79.5,N,,,,,,,,,,,,,N,,N,N,,,This is a nice ozone steamer of functional and simple design.  It is equipped with a pivoting arm and a rotating head with an aromatic oil recepticle.  It includes  a container for herbs in the water deposit.  The base is adjustable and very stable.  Container holds up to 3 cups of water.  Packaging size:  L28.9 x W12.7 x H11.8.  Analog control.  Assembly required.  Plastic base with casters.   Analog control.  Assembly required.  Plastic base with casters.,,,,,Eco Steam Ozone Facial Steamer,,,,,,,,,,,,,,,,,,,,,,,,,"415,423,277",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-A30,http://www.salondesign.luxury/v/vspfiles/photos/US-A30-1.jpg,Skincare & Facial > Premium Steamer,0,1440916208
US-B002,B-002,Eco Steam Ozone Facial Steamer,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,The Eco Steam Plus ozone steamer is equpped with a rotating head and is adjustable in height with a stable base.  Packaging size:  L32.2 x W11.8 x H10.6.,Eco Steam Ozone Facial Steamer,13,Y,,,,,,,,N,129,,,,,,,In Stock,Eco Steam Ozone Facial Steamer,Eco Steam Ozone Facial Steamer,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,64.5,N,,,,,,,,,,,,,N,,N,N,,,This ozone steamer is equpped with a rotating head and is adjustable in height with a stable base.  Packaging size:  L32.2 x W11.8 x H10.6.,,,,,Eco Steam Ozone Facial Steamer,,,,,,,,,,,,,,,,,,,,,,,,,"415,423,277",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-B002,http://www.salondesign.luxury/v/vspfiles/photos/US-B002-1.jpg,Skincare & Facial > Premium Steamer,0,1440916284
US-W001,W-001,Wax Warmer Single,,,Y,,3/28/2017 13:29,,,,1,,,,,,,,N,N,,,,,,,Wax Warmer Single,1.5,Y,,,,,,,,N,1,,,,,,,In Stock,Wax Warmer Single,Wax Warmer Single,,,,,,,,,,,,,,,,,,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,USA,N,,N,,,,,,N,19.5,N,,,,,,,,,,,,,N,,N,N,,,"This is a roller wax heater for standard cartridges that comes with a base.  The plastic caps are available in three colors:  Blue, Purple or Orange.  Siz:  L5.7 x W2.9 x H7.8.  Voltage 100v-120v, 50Hz.  For use with  universal cartridges.  Certification CE.",,,,,Wax Warmer Single,,,,,,,,,,,,,,,,,,,,,,,,,"418,424",,,,https://www.salondesign.luxury/ProductDetails.asp?ProductCode=US-W001,http://www.salondesign.luxury/v/vspfiles/photos/US-W001-1.jpg,Make-up & Waxing > Wax Warmers,0,1440930491
